game	397293	241340	95882692620
two	423688	215686	91383569968
start	571852	157586	90115869272
many	445963	201297	89771014011
stay	675594	131832	89064908208
looking	414632	214249	88834491368
around	578024	153463	88705297112
long	680050	130154	88511227700
gonna	1840483	47975	88297171925
use	674142	130808	88183166736
same	1269133	68024	86331503192
tonight	172890	493505	85322079450
most	372941	227078	84686696398
things	534750	157641	84298524750
house	607539	137660	83633818740
again	596584	138564	82665065376
away	530374	155828	82647119672
name	893311	91295	81554827745
which	403783	199582	80587818706
girl	1149187	70062	80514339594
does	651756	123106	80235074136
done	767846	103112	79174136752
fun	407795	192759	78606156405
birthday	595281	128772	76655524932
put	786505	96470	75874137350
bad	1216699	62072	75522940328
thing	746987	100587	75137181369
someone	816817	91284	74562323028
play	538511	134400	72375878400
didn't	1423093	50349	71651309457
lol	2732479	25927	70844983033
ask	1288023	54728	70490922744
nice	1118818	62129	69511043522
watch	459029	146274	67144007946
post	469328	142144	66712159232
those	397049	167493	66502928157
days	374501	174730	65436559730
mom	1648548	39676	65407790448
photo	358962	170930	61357374660
god	465523	128812	59964948676
through	325517	183965	59883734905
im	8101866	7211	58422555726
pic	1565065	37137	58121818905
another	392895	147780	58062023100
phone	1238721	46751	57911445471
old	491400	117562	57769966800
cause	1424892	40154	57215113368
full	426761	132638	56604725518
while	424290	132086	56042768940
told	1421788	38901	55308974988
mean	1328390	41507	55137483730
okay	3801388	14325	54454883100
years	264094	202731	53540040714
open	347745	151112	52548442440
join	216669	238049	51577838781
might	574486	89624	51487733264
nothing	778280	65899	51287873720
wish	723515	70276	50845740140
everything	561099	90022	50511254178
care	721322	69350	50023680700
online	458495	106385	48776990575
share	186193	255264	47528369952
already	586266	78980	46303288680
soon	291501	158599	46231767099
thought	737734	61625	45462857750
looks	514053	88402	45443313306
left	467488	96862	45281822656
cool	524249	86262	45222767238
end	432320	104442	45152365440
meet	441929	101516	44862864364
enjoy	237240	187348	44446439520
making	376856	115800	43639924800
weekend	124930	347487	43411550910
lot	469055	91923	43116942765
song	436382	98052	42788127864
yet	322735	131112	42314431320
bring	375170	111412	41798440040
world	232044	180034	41775809496
hard	495878	83506	41408788268
beautiful	281397	145497	40942419309
talking	924143	43787	40465449541
music	183150	219820	40260033000
until	310249	129066	40042597434
head	430513	91829	39533578277
remember	396474	99516	39455506584
leave	745477	52869	39412623513
part	319744	122205	39074315520
chat	1176787	32843	38649215441
hot	459228	83661	38419473708
read	274958	138439	38064910562
says	375338	100185	37603237530
food	250566	149491	37457361906
party	281160	132806	37339734960
anything	722065	51705	37334370825
guess	529203	69079	36556814037
change	450516	80625	36322852500
seen	408131	88950	36303252450
friday	135680	266155	36111910400
few	237073	152135	36067100855
favorite	179289	199794	35820866466
person	523664	68197	35712313808
top	246198	144712	35627804976
having	326026	109276	35626817176
yeah	2428999	14607	35480388393
trying	729723	48389	35310566247
room	590985	58266	34434332010
chance	178332	191711	34188206052
since	525256	64959	34120104504
went	680023	50116	34080032668
he's	552751	61260	33861526260
kids	280795	117761	33066699995
real	427988	77185	33034253780
amazing	206111	160188	33016508868
heart	387110	84990	32900478900
own	233470	139995	32684632650
boy	719160	45369	32627570040
pick	415582	78008	32418720656
money	410686	78906	32405589516
wanted	694174	46555	32317270570
face	523159	61619	32236534421
black	354162	90317	31986849354
ang	5189858	6035	31320793030
win	103982	300443	31240664026
car	348945	89421	31203010845
team	157852	192373	30366462796
both	388803	77571	30159837513
place	238839	125326	29932736514
movie	389377	76392	29745287784
came	383603	77094	29573489682
sunday	163597	180580	29542346260
sweet	454700	64271	29224023700
hear	293951	98187	28862166837
wanna	1575969	18242	28748826498
hit	301394	95009	28635142546
forget	213115	133928	28542065720
playing	316081	89636	28332236516
together	274625	101961	28001039625
hello	605012	45535	27549221420
set	220881	124677	27538780437
job	399100	68178	27209839800
each	280919	96466	27099132254
number	510735	52632	26881004520
picture	390080	68539	26735693120
class	429732	61923	26610294636
eat	475561	55832	26551521752
else	431401	61450	26509591450
makes	350113	75045	26274230085
yo	2409105	10834	26100243570
pretty	462149	56326	26031004574
watching	406832	63913	26001853616
late	474041	54225	25704873225
found	288026	89172	25683854472
took	392474	65357	25650923218
high	247333	103452	25587093516
busy	731717	34890	25529606130
buy	298434	85046	25380617964
story	201667	125634	25336231878
follow	225120	111627	25129470240
book	179808	139521	25086991968
doesn't	466295	53446	24921602570
what's	476991	51983	24795423153
cute	728487	33695	24546369465
monday	161764	151740	24546069360
anyone	356035	68666	24447499310
true	404604	60011	24280690644
believe	307095	78935	24240543825
maybe	697180	34617	24134280060
month	217850	110021	23968074850
sleep	775149	30469	23618014881
wants	378141	62381	23588813721
taking	267814	86131	23067087634
break	398055	57526	22898511930
super	323501	69949	22628571449
special	126559	177627	22480295493
gets	366819	60056	22029681864
mind	417791	52585	21969539735
started	354549	60221	21351295329
dad	819834	25786	21140239524
bit	407431	51861	21129779091
group	338537	62297	21089839489
times	244630	85633	20948400790
red	230576	89530	20643469280
without	244496	84097	20561380112
asked	502717	39537	19875922029
page	141732	138392	19614574944
girls	378126	51856	19608101856
guy	417282	46888	19565518416
called	386391	50601	19551770991
sale	169953	114712	19495648536
feeling	406748	46971	19105360308
working	217102	87178	18926518156
we're	186214	100074	18635179836
almost	331047	56273	18629007831
actually	488263	38047	18576942361
answer	334395	55045	18406772775
there's	230714	78813	18183262482
saying	618557	29224	18076709768
news	84705	211248	17893761840
won't	383322	45524	17450350728
main	672335	25904	17416165840
close	316364	54536	17253227104
stuff	454380	37246	16923837480
tune	190749	88304	16843899696
pass	437206	38485	16825872910
used	296132	55975	16575988700
she's	495428	33238	16467035864
once	282082	58359	16462023438
later	351070	46850	16447629500
bar	343180	47785	16398856300
fight	283182	57703	16340450946
mag	3119865	5196	16210818540
add	479518	33299	15967469882
text	1028772	15512	15958311264
saw	471751	33728	15911217728
hair	418836	37822	15841215192
date	389533	40238	15674028854
question	213524	73317	15654939108
save	214832	72726	15623872032
able	268974	58063	15617437362
such	204913	75880	15548798440
shit	1099090	14049	15441115410
thinking	345941	44003	15222441823
office	220736	68504	15121298944
message	315193	47908	15100266244
pay	367640	40937	15050078680
listen	221870	67760	15033911200
yesterday	194419	76016	14778954704
run	228830	64212	14693631960
hate	724693	20212	14647494916
yourself	130999	111419	14595777581
wrong	470055	30912	14530340160
waiting	291212	49794	14500610328
whole	277955	52167	14500078485
cant	1417718	10179	14430951522
turn	339660	42232	14344521120
order	216475	65195	14113087625
support	95517	145935	13939273395
hours	143592	97063	13937470296
body	241907	57179	13832000353
goes	250957	54671	13720070147
awesome	121585	112135	13633933975
till	362805	37236	13509406980
must	168669	80090	13508700210
early	146649	91428	13407824772
fine	722501	18371	13273065871
lunch	253348	52354	13263781192
city	91154	145463	13259534302
summer	89951	147057	13227924207
enough	204847	64564	13225741708
shot	173325	75596	13102676700
side	317222	40142	12733925524
means	253738	50134	12720900892
gift	131855	95624	12608502520
kind	248030	50810	12602404300
lang	5793615	2147	12438891405
during	85957	144288	12402563616
second	190770	64890	12379065300
move	273821	45031	12330433451
plus	237368	51780	12290915040
line	198410	60861	12075431010
fall	172240	69601	11988076240
hour	142349	83956	11951052644
far	187033	63880	11947668040
excited	104044	114556	11918864464
single	221479	53650	11882348350
sent	371290	31966	11868656140
perfect	159148	74484	11853979632
welcome	255254	46106	11768740924
light	161636	72747	11758534092
eyes	307586	38079	11712567294
different	186004	62253	11579307012
haven't	282592	40886	11554056512
hold	366412	31401	11505703212
hand	273422	41901	11456655222
probably	469393	24340	11425025620
comes	158011	72224	11412186464
lost	265574	42585	11309468790
rest	242961	46315	11252738715
ago	192672	57939	11163223008
saturday	63850	174150	11119477500
app	271734	40712	11062834608
you'll	157138	70268	11041772984
giving	133875	82365	11026614375
reason	312850	35156	10998554600
click	76260	143519	10944758940
dog	168044	64048	10762882112
half	228035	47000	10717645000
bed	476464	22456	10699475584
heard	211761	50479	10689483519
shop	135176	78303	10584686328
jan	776868	13619	10580165292
sad	620065	16902	10480338630
em	442274	23693	10478797882
tag	206911	50367	10421486337
blue	200045	51350	10272310750
son	312218	32889	10268537802
past	172379	58794	10134850926
plan	189618	52834	10018277412
likes	225576	44271	9986475096
store	119596	83230	9953975080
three	134605	73731	9924561255
dinner	163701	60540	9910458540
behind	125589	77523	9736036047
needs	176993	54948	9725411364
between	122333	79053	9670790649
gone	245462	39233	9630210646
sun	238697	40022	9553131334
starting	105771	90177	9538111467
mad	810124	11768	9533539232
trust	374985	25411	9528743835
ill	1907478	4986	9510685308
vs	188274	50487	9505389438
band	154802	60803	9412426006
comment	183108	51032	9344367456
water	154532	60458	9342695656
though	282067	33099	9336135633
smile	296785	31242	9272156970
takes	147009	62804	9232753236
kay	2812570	3274	9208354180
season	48057	191605	9207961485
course	158593	57842	9173336306
under	141033	64798	9138656334
learn	86154	105554	9093899316
matter	255811	35492	9079244012
bus	450949	20062	9046938838
small	168311	53677	9034429547
young	115462	78148	9023124376
parents	264182	34138	9018645116
brother	346323	25931	8980501713
fan	103808	86263	8954789504
park	120912	73130	8842294560
starts	132869	65934	8760584646
easy	143088	60792	8698605696
available	54694	159033	8698150902
lets	361839	24030	8694991170
tried	273332	31804	8693050928
gave	266837	32486	8668466782
walk	263252	32767	8625978284
march	119375	72252	8625082500
link	71977	119011	8566054747
sir	1081377	7823	8459612271
sometimes	232674	36296	8445135504
pics	238891	35326	8439063466
happened	240973	34955	8423211215
safe	114505	73410	8405812050
trip	135844	61462	8349243928
cold	153052	54112	8281949824
happen	194922	42465	8277362730
card	153755	53579	8238039145
met	308845	26370	8144242650
luck	114510	70623	8087039730
yours	115766	69778	8077919948
missed	131513	61304	8062272952
visit	59900	133895	8020310500
funny	344145	22967	7903978215
tour	56384	139883	7887163072
isn't	226853	34605	7850248065
list	90428	86657	7836219196
let's	78481	99811	7833267091
myself	322914	24254	7831956156
boys	190719	41016	7822530504
problem	323722	24152	7818533744
facebook	55292	140942	7792965064
king	183412	42457	7787123284
couple	146772	52950	7771577400
crazy	188970	41058	7758730260
finally	148556	52010	7726397560
dance	183832	41941	7710097912
against	97740	78509	7673469660
mama	1155392	6602	7627897984
mr	256902	29377	7547010054
fuck	1101321	6823	7514313183
lucky	155521	48211	7497822931
least	261867	28613	7492800471
fast	176872	42228	7468950816
drive	144507	51504	7442688528
idea	170187	43655	7429513485
games	103341	71391	7377617331
evening	89143	82730	7374800390
loved	143768	51061	7340937848
deal	146347	50059	7325984473
download	149559	48872	7309247448
using	113202	64339	7283303478
short	170623	42538	7257961174
beat	201014	35932	7222835048
sister	397904	18098	7201266592
future	122353	58782	7192154046
cut	257530	27828	7166544840
along	100239	71303	7147341417
front	141284	50539	7140352076
gotta	391025	18180	7108834500
men	142391	49276	7016458916
ride	176224	39678	6992215872
photos	59744	116053	6933470432
road	92423	74904	6922852392
months	163627	42032	6877570064
hang	327688	20844	6830328672
tickets	23430	289495	6782867850
air	154467	43893	6780020031
catch	75717	89461	6773718537
kiss	633829	10590	6712249110
ones	130349	51240	6679082760
ass	699499	9507	6650136993
dear	293412	22630	6639913560
point	186662	35561	6637887382
outside	159936	41204	6590002944
business	76382	85386	6521953452
power	100927	64476	6507369252
event	37905	169857	6438429585
minutes	104787	61082	6400599534
sex	432683	14787	6398083521
weeks	96265	65661	6320856165
joy	234958	26836	6305332888
dream	134683	46793	6302221619
spend	135219	46004	6220614876
word	137917	44987	6204472079
asking	268434	23098	6200288532
case	109230	56155	6133810650
understand	288726	21121	6098181846
hell	357523	16931	6053221913
eh	2301364	2626	6043381864
dan	461029	13078	6029337262
test	173723	34647	6018980781
seeing	129407	46459	6012119813
here's	29635	202569	6003132315
promise	408602	14676	5996642952
bat	1387747	4321	5996454787
grab	103988	57609	5990644692
dress	163018	36591	5964991638
queen	356178	16665	5935706370
white	211056	27890	5886351840
calling	171017	34296	5865199032
pictures	119246	49179	5864399034
drink	140535	41474	5828548590
pro	253650	22939	5818477350
star	101011	57413	5799344543
hurt	481248	12037	5792782176
bag	239782	24027	5761242114
moment	93305	61080	5699069400
sound	151910	37508	5697840280
die	374586	15205	5695580130
loves	168128	33719	5669108032
skin	214652	26376	5661661152
meeting	128985	43719	5639095215
bro	686371	8210	5635105910
jam	381632	14707	5612661824
per	204453	27414	5604874542
forever	176595	31734	5604065730
hindi	2536442	2194	5564953748
running	101702	54548	5547640696
dead	219222	25292	5544562824
mark	119900	45813	5492978700
babe	1609740	3406	5482774440
mother	136021	40297	5481238237
near	103139	52954	5461622606
fans	32297	168470	5441075590
john	97194	55568	5400876192
taken	105267	51210	5390723070
worry	268734	20005	5376023670
inside	138260	38748	5357298480
couldn't	187138	28527	5338485726
door	181226	29417	5331125242
words	124113	42829	5315635677
age	226018	23349	5277294282
ate	1334222	3954	5275513788
type	245203	21484	5267941252
boss	310022	16963	5258903186
cover	89951	58289	5243153839
hands	150864	34670	5230454880
block	318354	16302	5189806908
proud	98425	52725	5189458125
either	235806	21929	5170989774
you've	81247	63486	5158047042
college	122718	41802	5129857836
others	85748	59349	5089058052
christmas	35541	142970	5081296770
less	97318	52157	5075814926
wasn't	312007	16195	5052953365
email	110501	45631	5042271131
knew	242480	20674	5013031520
update	111319	44669	4972508411
solo	482350	10253	4945534550
fucking	835822	5916	4944722952
sign	79370	62263	4941814310
damn	569850	8661	4935470850
mine	376236	13100	4928691600
stand	108706	45282	4922425092
wear	163164	30075	4907157300
living	95899	51089	4899384011
eating	185795	26236	4874517620
forward	55548	87677	4870281996
green	102601	47293	4852309093
alone	248692	19235	4783590620
low	132903	35918	4773609954
drop	140758	33065	4654163270
rock	55870	83140	4645031800
questions	62455	74341	4642967155
important	93631	48999	4587825369
knows	168978	27072	4574572416
strong	121545	37595	4569484275
sounds	207063	22067	4569259221
area	68078	66858	4551558924
child	87219	52064	4540970016
kill	319354	14173	4526204242
kid	195965	23034	4513857810
treat	102730	43912	4511079760
mobile	157463	28509	4489112667
fire	76284	58441	4458113244
color	139459	31525	4396444975
wouldn't	289424	15182	4394035168
bye	944189	4585	4329106565
country	46028	93773	4316183644
shows	47882	89856	4302484992
we'll	74879	57159	4280008761
account	234369	18145	4252625505
bike	146191	28647	4187933577
ice	162120	25816	4185289920
tired	334329	12500	4179112500
tuesday	45150	92006	4154070900
they're	90928	45639	4149862992
health	55769	74148	4135159812
church	113959	36232	4128962488
wow	674971	6096	4114623216
voice	154482	26630	4113855660
bank	134216	30646	4113183536
final	86019	47214	4061301066
sick	225562	18000	4060116000
key	92613	43835	4059690855
thursday	38880	104031	4044725280
police	62543	64444	4030521092
hall	83998	47951	4027788098
looked	252924	15904	4022503296
study	151673	26387	4002195451
songs	106097	37655	3995082535
afternoon	60274	66152	3987245648
glad	212227	18635	3954850145
box	94314	41787	3941099118
choose	82164	47782	3925960248
congrats	97827	39998	3912884346
due	101060	38644	3905362640
town	71645	54498	3904509210
copy	111890	34838	3898023820
telling	288788	13351	3855608588
hospital	153020	25191	3854726820
club	46354	82311	3815444094
become	62152	61385	3815200520
hotel	102389	37251	3814092639
shirt	173659	21928	3807994552
lose	172714	22019	3802989566
info	70955	53305	3782256275
worth	92531	40767	3772211277
episode	49913	74448	3715923024
daily	67829	54704	3710517616
state	45170	81192	3667442640
videos	102986	35309	3636332674
sexy	292743	12362	3618888966
fresh	82187	43955	3612529585
wife	135558	26550	3599064900
pain	218053	16462	3589588486
eye	100098	35431	3546572238
style	59034	58998	3482887932
service	61755	56016	3459268080
step	102703	33529	3443528887
center	45754	75038	3433288652
mood	227916	15021	3423526236
film	60530	56158	3399243740
whatever	240552	14086	3388415472
quick	75246	44980	3384565080
snow	51406	65427	3363340362
experience	41750	80442	3358453500
simple	93788	35721	3350201148
woman	68850	48633	3348382050
happens	110631	30174	3338179794
lots	68800	48462	3334185600
cake	87910	37831	3325723210
holiday	28118	117122	3293236396
spring	50394	65084	3279843096
dreams	109803	29824	3274764672
moving	100538	32514	3268892532
company	79905	40690	3251334450
kick	91342	35480	3240814160
details	33044	97746	3229918824
lives	63737	50649	3228215313
pray	122954	26095	3208484630
gold	64322	49844	3206065768
lil	288755	10960	3164754800
extra	89238	35454	3163844052
mall	109653	28840	3162392520
touch	135219	23350	3157363650
vote	33209	94600	3141571400
sit	210252	14936	3140323872
felt	192474	16278	3133091772
chicken	92136	33909	3124239624
smart	158065	19495	3081477175
wake	222958	13813	3079718854
football	40251	76304	3071312304
jo	1031681	2953	3046553993
who's	106511	28470	3032368170
blood	113769	26407	3004297983
training	62774	47440	2977998560
pack	88338	33659	2973368742
bay	107726	27504	2962895904
cat	111441	26504	2953632264
sea	114653	25600	2935116800
latest	31697	92576	2934381472
match	65706	44593	2930027658
broke	256914	11377	2922910578
offer	45895	63612	2919472740
relationship	173004	16871	2918750484
weather	31192	93506	2916639152
leaving	185244	15738	2915370072
possible	64205	45100	2895645500
beauty	65310	44293	2892775830
death	79479	36335	2887869465
rain	51731	55075	2849084825
finish	121678	23268	2831203704
everyday	101332	27829	2819968228
ticket	63181	44601	2817935781
truth	117515	23970	2816834550
serious	146547	19170	2809305990
human	90488	30804	2787392352
noon	94840	29239	2773026760
cuz	934057	2964	2768544948
choice	76873	35927	2761816271
missing	93313	29585	2760665105
self	190801	14383	2744290783
women	47071	57690	2715525990
below	18477	146667	2709966159
clean	123285	21938	2704626330
track	45522	59361	2702231442
interview	56256	47843	2691455808
dark	125327	21430	2685757610
art	74748	35901	2683527948
ball	97680	27465	2682781200
project	82590	32465	2681284350
father	88250	30353	2678652250
secret	94176	28387	2673374112
teacher	175336	15232	2670717952
beach	42746	62478	2670684588
van	168086	15887	2670382282
bang	291183	9163	2668109829
bet	237112	11250	2667510000
helping	70338	37885	2664755130
price	73178	36321	2657898138
reading	79757	33247	2651680979
yea	1307188	2009	2626140692
ways	66286	39466	2616043276
gym	110483	23677	2615905991
shopping	49335	52733	2601582555
needed	106605	24351	2595938355
ahead	60858	42548	2589386184
sat	177034	14611	2586643774
issue	55299	46686	2581689114
agree	60744	42238	2565705072
ad	239747	10685	2561696695
movies	112964	22644	2557956816
rather	114618	22288	2554605984
four	44348	57368	2544156064
continue	58129	43565	2532389885
joke	350688	7211	2528811168
lady	91750	27509	2523950750
cash	95497	26368	2518064896
mere	1140232	2202	2510790864
member	61349	40866	2507088234
sitting	186527	13399	2499275273
walking	166080	15045	2498673600
five	56190	44437	2496915030
km	531608	4695	2495899560
hay	663858	3756	2493450648
contact	91902	27128	2493117456
jay	230422	10781	2484179582
sing	147605	16829	2484044545
posted	67123	36986	2482611278
won	45900	54053	2481032700
shoes	91985	26816	2466669760
dude	391793	6278	2459676454
lord	77466	31621	2449552386
children	32561	74805	2435725605
practice	149824	16215	2429396160
feels	128448	18912	2429208576
chocolate	74891	32419	2427891329
huge	61614	39344	2424141216
kinda	420882	5747	2418808854
breakfast	59479	40500	2408899500
south	38530	62497	2408009410
papa	770030	3119	2401723570
complete	65202	36572	2384567544
reply	458185	5197	2381187445
seems	105543	22556	2380627908
coffee	56517	42038	2375861646
challenge	42352	55949	2369552048
pizza	82255	28679	2358991145
minute	71754	32630	2341333020
street	52478	44476	2334011528
lovely	47531	48951	2326689981
listening	108532	21364	2318677648
changed	106728	21702	2316211056
social	52884	43468	2298761712
control	85153	26912	2291637536
middle	99657	22995	2291612715
bill	59899	38089	2281493011
report	73630	30762	2265006060
wearing	88287	25647	2264296689
gay	211953	10659	2259207027
straight	107258	21043	2257030094
size	119648	18744	2242682112
wall	81147	27612	2240630964
note	95133	23549	2240287017
warm	52682	42402	2233822164
turned	109845	20336	2233807920
log	272798	8164	2227122872
fell	204307	10890	2224903230
plans	50644	43821	2219270724
basketball	76281	29083	2218480323
wonderful	38414	57514	2209342796
search	107010	20635	2208151350
died	103372	21349	2206888828
fat	126704	17381	2202242224
war	146242	15037	2199040954
shoot	60287	36450	2197461150
eve	81153	26990	2190319470
act	143271	15286	2190040506
showing	58744	37049	2176406456
anymore	238815	9102	2173694130
played	77177	28038	2163888726
fact	96459	22352	2156051568
james	58483	36754	2149484182
record	51839	41346	2143335294
via	38421	55529	2133479709
level	69354	30736	2131664544
tab	148821	14322	2131414362
loving	66514	32044	2131374616
space	54097	39387	2130718539
especially	71727	29617	2124338559
hurry	64013	33176	2123695288
celebrate	25310	83797	2120902070
paper	146530	14370	2105636100
shut	241141	8660	2088281060
min	273457	7612	2081554684
tom	84861	24501	2079179361
daddy	344505	6030	2077365150
piece	66206	31329	2074167774
pan	439798	4714	2073207772
cup	37480	55168	2067696640
exactly	107095	19271	2063827745
ring	98934	20815	2059311210
screen	117789	17404	2049999756
pink	95831	21287	2039954497
across	36004	56465	2032965860
sam	153881	13202	2031536962
local	25426	79841	2030037266
form	91880	22006	2021911280
chris	54732	36942	2021909544
instead	102170	19784	2021331280
brought	62439	32371	2021212869
deep	100261	20151	2020359411
opening	35171	57358	2017338218
law	77033	26146	2014104818
spot	46530	42918	1996974540
charge	170039	11693	1988266027
code	51970	38169	1983642930
history	34264	57708	1977306912
cream	79363	24889	1975265707
dogs	52356	37674	1972459944
putting	90275	21790	1967092250
fix	132283	14857	1965328531
personal	94016	20890	1963994240
gives	68175	28789	1962690075
members	28490	68576	1953730240
hmm	1154889	1688	1949452632
merry	77145	25262	1948836990
everybody	70060	27762	1945005720
earlier	75460	25748	1942944080
media	36502	53007	1934861514
students	25081	76993	1931061433
public	36986	51781	1915172066
pls	452848	4229	1915094192
thoughts	33841	56235	1903048635
train	96913	19541	1893776933
round	43064	43845	1888141080
dating	294761	6401	1886765161
driving	68014	27708	1884531912
seriously	110937	16966	1882157142
normal	146135	12863	1879734505
problems	99232	18865	1872011680
seem	139369	13398	1867265862
pop	81736	22832	1866196352
clear	92776	20104	1865168704
caught	59474	31276	1860108824
enter	20142	92249	1858079358
cry	229456	8090	1856299040
laugh	127468	14550	1854659400
weird	256119	7224	1850203656
chill	193147	9515	1837793705
net	327906	5604	1837585224
data	167655	10959	1837331145
tea	90429	20257	1831820253
network	40626	44717	1816672842
known	59469	30535	1815885915
album	23329	77544	1809023976
crush	304601	5926	1805065526
table	68420	26363	1803756460
speak	79793	22551	1799411943
sending	94098	19064	1793884272
program	40481	44225	1790272225
fit	68327	26192	1789620784
shower	172504	10348	1785071392
fighting	80823	22009	1778833407
